GENE        	noTX	1buff_12h	1buff_24h	1buff_48h	wnt3a_12h	wnt3a_24h	wnt3a_48h	wnt5a_12h	wnt5a_24h	wnt5a_48h
PTCRA       	0	0	0	0	0	0	0	0	0	0
PTDSS1      	16	13	18	15	17	25	26	25	21	20
PTDSS2      	7	7	8	8	7	7	7	8	6	6
PTEN        	3	3	3	3	3	3	4	4	4	4
PTENP1      	1	1	1	1	1	1	1	2	1	1
PTER        	0	0	0	0	2	0	2	0	2	0
PTF1A       	0	0	0	0	0	0	0	0	0	0
PTGDR       	0	0	0	0	0	0	0	0	0	0
PTGDS       	0	0	0	0	0	0	0	0	0	0
PTGER1      	0	0	0	0	0	0	0	0	0	0
PTGER2      	0	0	0	0	0	0	0	0	0	0
PTGER3      	0	0	0	0	0	0	0	0	0	0
PTGER4      	0	0	0	0	0	0	0	0	0	0
PTGES       	0	0	0	0	0	0	0	0	0	0
PTGES2      	38	33	30	36	30	30	27	27	23	25
PTGES3      	32	26	35	29	28	34	31	38	31	30
PTGFR       	0	0	0	0	0	0	0	0	0	0
PTGFRN      	4	4	4	4	4	5	5	5	4	4
PTGIR       	0	0	0	0	0	0	0	0	0	0
PTGIS       	1	1	1	2	2	1	1	1	1	1
PTGR1       	25	25	28	27	20	28	23	27	26	28
PTGR2       	3	3	0	3	0	3	0	4	4	4
PTGS1       	0	0	0	0	0	0	0	0	0	0
PTGS2       	0	0	0	0	0	0	0	0	0	0
PTH         	0	0	0	0	0	0	0	0	0	0
PTH1R       	0	0	0	0	0	0	0	0	0	0
PTH2        	0	0	0	0	0	0	0	0	0	0
PTH2R       	0	0	0	0	0	0	0	0	0	0
PTHLH       	0	0	0	0	0	0	0	0	0	0
PTK2        	22	23	25	23	21	27	29	32	27	27
PTK2B       	1	1	1	1	1	0	0	1	1	1
PTK6        	0	1	0	0	0	0	0	0	0	0
PTK7        	29	29	24	27	16	16	15	17	17	14
PTMA        	0	0	0	64	0	0	0	0	0	0
PTMS        	67	64	80	66	59	53	55	69	50	50
PTN         	109	87	104	87	86	85	89	110	79	88
PTOV1       	32	24	33	25	23	27	25	31	23	22
PTP4A1      	24	24	29	29	25	31	32	36	31	30
PTP4A2      	36	34	42	38	36	44	44	50	41	44
PTP4A3      	8	6	5	6	4	4	5	0	4	4
PTPDC1      	1	1	2	1	2	2	3	2	2	2
PTPLA       	5	5	5	4	5	5	7	7	5	6
PTPLAD1     	36	34	42	37	33	43	45	56	41	40
PTPLAD2     	0	0	1	1	0	0	0	0	0	1
PTPLB       	4	4	5	3	3	4	5	5	4	3
PTPMT1      	14	12	14	15	9	14	14	19	16	15
PTPN1       	7	6	6	5	5	7	7	8	6	6
PTPN11      	7	7	7	6	7	8	9	10	9	8
PTPN12      	28	29	26	28	24	31	32	33	31	31
PTPN13      	0	9	0	10	0	0	0	0	0	0
PTPN14      	2	2	2	2	2	2	2	2	2	2
PTPN18      	4	3	4	4	5	5	5	4	4	4
PTPN2       	14	11	10	11	11	11	11	12	10	11
PTPN20A     	0	0	0	0	0	0	0	0	0	0
PTPN20B     	0	0	0	0	0	0	0	0	0	0
PTPN21      	3	3	3	3	2	2	3	3	3	3
PTPN22      	0	0	0	0	0	0	0	0	0	0
PTPN23      	5	5	4	4	4	4	5	4	3	4
PTPN3       	0	0	0	0	0	0	0	0	0	0
PTPN4       	2	2	1	2	2	2	2	2	2	2
PTPN5       	0	0	0	0	0	0	0	0	0	0
PTPN6       	0	0	0	0	0	0	0	0	0	0
PTPN7       	0	0	0	0	0	0	0	0	0	0
PTPN9       	13	11	14	10	12	14	15	19	15	14
PTPRA       	22	21	23	19	19	27	29	33	26	26
PTPRB       	0	0	0	0	0	1	1	1	0	1
PTPRC       	0	0	0	0	0	0	0	0	0	0
PTPRCAP     	0	1	0	0	0	0	0	0	0	1
PTPRD       	0	0	0	0	0	0	0	0	0	0
PTPRE       	0	0	0	0	0	0	0	0	0	0
PTPRF       	0	0	0	0	0	0	0	0	0	0
PTPRG       	6	6	7	6	7	9	11	9	9	7
PTPRH       	0	0	0	0	0	0	0	0	0	0
PTPRJ       	4	4	4	3	3	3	3	5	4	4
PTPRK       	0	0	0	0	0	0	0	0	0	0
PTPRM       	0	0	0	0	0	0	0	0	0	0
PTPRN       	0	0	0	0	0	0	0	0	0	0
PTPRN2      	34	36	40	34	0	31	29	0	31	34
PTPRO       	0	0	0	0	0	0	0	0	0	0
PTPRQ       	0	0	0	0	0	0	0	0	0	0
PTPRR       	0	0	0	0	0	0	0	0	0	0
PTPRS       	0	0	0	0	0	0	0	0	0	0
PTPRT       	0	0	0	0	0	0	0	0	0	0
PTPRU       	0	0	0	0	0	0	0	0	0	0
PTPRVP      	0	0	0	0	0	0	0	0	0	0
PTPRZ1      	0	0	0	0	0	0	0	0	0	0
PTRF        	1	1	1	1	0	0	0	1	1	1
PTRH1       	5	4	4	6	4	4	4	6	5	4
PTRH2       	29	25	30	34	24	45	44	49	40	44
PTRHD1      	53	42	55	50	39	59	57	68	47	51
PTS         	27	20	26	28	23	32	28	33	27	31
PTTG1       	39	32	40	36	33	47	46	57	40	44
PTTG1IP     	42	38	50	42	38	48	50	62	46	45
PTTG2       	7	7	5	5	4	7	7	9	7	6
PTTG3P      	11	11	13	11	9	16	15	0	0	0
PTX3        	72	63	86	70	55	62	57	93	64	70
PTX4        	0	0	0	0	0	0	0	0	0	0
PUF60       	114	111	113	116	90	103	100	119	103	109
PUM1        	0	0	0	0	0	0	0	0	0	0
PUM2        	10	9	11	9	9	14	16	16	14	13
PURA        	3	2	3	3	2	3	3	3	3	3
PURB        	4	4	5	5	4	5	7	7	6	6
PURG        	2	2	1	2	3	3	2	2	2	2
PUS1        	32	24	27	28	24	28	24	25	20	21
PUS10       	0	0	0	0	1	0	0	0	0	0
PUS3        	6	7	9	7	6	11	12	12	9	9
PUS7        	9	7	10	8	10	12	12	12	10	10
PUS7L       	4	5	5	4	6	0	6	6	5	4
PUSL1       	11	11	13	11	11	13	13	13	10	12
PVALB       	6	4	4	6	4	6	3	6	3	4
PVR         	2	0	0	0	0	0	0	0	0	0
PVRIG       	0	0	0	0	0	0	0	0	0	0
PVRL1       	8	8	8	7	8	8	8	8	7	6
PVRL2       	25	21	26	22	16	21	22	28	22	20
PVRL3       	11	10	11	11	9	11	11	18	14	13
PVRL4       	0	0	0	0	0	0	0	0	0	0
PVT1        	9	8	10	9	8	10	10	13	10	10
PWP1        	23	18	24	23	20	32	32	35	29	28
PWP2        	7	6	7	6	6	7	6	7	6	6
PWRN1       	0	0	0	0	0	0	0	0	0	0
PWRN2       	0	0	0	0	0	0	0	0	0	0
PWWP2A      	11	11	11	11	11	15	15	18	14	15
PWWP2B      	4	3	2	2	1	2	2	2	1	2
PXDN        	19	17	20	17	14	19	21	24	19	18
PXDNL       	1	1	1	1	1	1	1	1	1	1
PXK         	3	3	2	3	3	4	4	4	3	3
PXMP2       	40	38	39	42	30	37	35	43	34	35
PXMP4       	1	0	0	1	0	0	0	0	0	0
PXN         	26	25	26	23	20	17	21	19	20	20
PXT1        	0	0	0	0	0	0	0	0	0	0
PYCARD      	2	2	0	0	0	0	0	0	0	0
PYCR1       	34	30	33	35	37	26	27	23	21	23
PYCR2       	10	9	8	8	8	7	7	7	5	5
PYCRL       	6	4	5	4	4	3	3	4	3	3
PYDC1       	0	0	0	0	0	0	0	0	0	0
PYDC2       	0	0	0	0	0	0	0	0	1	0
PYGB        	6	5	7	5	6	6	7	7	6	5
PYGL        	4	4	5	4	5	6	5	5	5	4
PYGM        	0	0	0	0	0	0	1	0	0	0
PYGO1       	7	7	9	6	9	9	12	12	10	9
PYGO2       	12	14	13	13	13	11	11	13	11	10
PYHIN1      	0	0	0	0	0	0	0	0	0	0
PYROXD1     	0	1	1	0	1	1	1	0	1	1
PYROXD2     	1	1	1	2	1	1	1	1	1	1
PYY         	0	0	0	0	0	0	0	0	0	0
PYY2        	0	1	1	1	0	1	1	1	0	1
PZP         	0	0	0	0	0	0	0	0	0	0
ProSAPiP1   	1	1	1	1	1	1	1	1	1	1
QARS        	17	17	19	17	13	20	20	24	19	18
QDPR        	17	13	17	16	14	20	19	22	18	19
QKI         	18	17	20	18	14	19	19	25	20	20
QPCT        	0	0	0	0	0	0	0	0	0	0
QPCTL       	1	1	1	1	1	1	1	1	1	0
QPRT        	10	9	12	10	7	11	14	15	11	9
QRFP        	0	2	1	0	0	0	0	0	0	0
QRFPR       	0	0	0	0	0	0	0	0	0	0
QRICH1      	27	25	25	24	20	25	25	27	25	25
QRICH2      	0	1	0	0	0	1	1	1	1	1
QRSL1       	4	4	4	4	4	6	5	5	4	4
QSER1       	8	7	9	7	7	10	12	12	11	10
QSOX1       	10	11	11	13	12	10	9	9	7	9
QSOX2       	4	4	4	4	4	4	4	4	4	4
QTRT1       	7	6	8	8	8	8	8	6	7	6
QTRTD1      	4	4	4	4	4	5	6	5	5	4
R3HCC1      	9	9	10	10	6	10	10	11	8	8
R3HDM1      	11	10	11	10	11	15	17	16	14	12
R3HDM2      	6	6	8	7	6	8	10	11	9	9
R3HDML      	0	0	0	0	0	0	0	0	0	0
RAB10       	15	13	17	15	14	20	22	24	20	19
RAB11A      	22	19	24	20	17	26	26	32	25	25
RAB11B      	29	25	27	23	20	23	23	26	22	21
RAB11FIP1   	0	0	0	0	0	0	0	0	0	0
RAB11FIP2   	3	2	3	2	3	3	3	3	2	2
RAB11FIP3   	8	9	8	9	8	10	9	9	8	10
RAB11FIP4   	1	1	1	2	1	1	1	1	1	1
RAB11FIP5   	1	1	2	1	1	1	1	1	1	1
RAB12       	9	7	7	7	7	8	7	10	8	8
RAB13       	6	5	5	6	4	5	5	7	5	5
RAB14       	8	7	8	7	7	11	11	12	10	11
RAB15       	0	0	0	0	0	0	0	0	0	0
RAB17       	0	0	0	0	0	0	0	0	0	0
RAB18       	29	25	33	30	24	39	40	49	38	39
RAB19       	0	0	0	0	0	0	0	0	0	0
RAB1A       	35	33	37	34	31	38	35	45	37	37
RAB1B       	21	18	27	24	21	15	18	19	17	16
RAB20       	3	3	4	2	2	3	1	3	2	2
RAB21       	14	11	14	13	12	17	17	20	14	16
RAB22A      	4	4	5	4	4	5	6	7	6	6
RAB23       	10	12	11	11	12	14	15	15	14	12
RAB24       	9	9	8	7	8	9	10	9	7	8
RAB25       	0	0	0	0	0	0	0	0	0	1
RAB26       	0	1	0	0	1	0	0	0	0	0
RAB27A      	2	1	2	2	0	1	1	0	2	2
RAB27B      	0	0	0	0	1	0	0	0	0	0
RAB28       	9	9	9	7	8	9	11	9	10	9
RAB2A       	14	14	15	15	11	20	22	22	21	19
RAB2B       	0	9	0	10	8	0	9	0	0	10
RAB30       	2	1	1	2	2	2	2	1	2	1
RAB31       	21	18	21	19	14	19	17	31	26	24
RAB32       	11	10	12	11	9	15	15	17	12	11
RAB33A      	6	3	5	5	6	6	5	5	5	5
RAB33B      	4	4	5	4	4	5	4	6	5	5
RAB34       	212	210	169	206	162	196	197	178	173	194
RAB35       	40	31	33	33	29	19	16	18	16	17
RAB36       	5	4	5	5	6	6	8	6	5	5
RAB37       	0	0	0	0	0	0	0	0	0	0
RAB38       	0	0	1	1	1	1	1	1	1	1
RAB39       	5	4	5	4	6	5	4	4	5	3
RAB39B      	4	4	4	5	3	5	5	5	5	5
RAB3A       	2	2	2	2	1	2	2	2	2	2
RAB3B       	1	1	0	1	1	1	1	1	1	1
RAB3C       	6	6	10	8	6	12	14	11	10	11
RAB3D       	4	5	5	4	3	5	5	6	5	5
RAB3GAP1    	0	0	0	0	0	0	0	0	0	0
RAB3GAP2    	6	5	5	5	6	7	9	8	7	7
RAB3IL1     	0	0	1	0	0	0	0	0	0	0
RAB3IP      	0	4	0	4	0	4	5	4	4	0
RAB40A      	1	1	0	0	0	1	0	1	0	0
RAB40AL     	0	0	0	0	0	0	0	0	0	0
RAB40B      	3	5	6	5	4	5	5	7	6	8
RAB40C      	8	9	8	10	8	7	0	6	0	0
RAB41       	0	0	0	0	0	0	0	0	0	0
RAB42       	0	0	0	0	0	0	0	0	0	0
RAB43       	0	0	0	0	0	0	0	0	0	0
RAB4A       	13	12	13	14	14	20	21	23	19	19
RAB4B       	24	27	23	23	16	11	10	12	10	15
RAB4B-EGLN2 	0	0	0	0	0	0	0	0	0	0
RAB5A       	16	13	18	15	13	18	18	22	18	18
RAB5B       	19	18	22	19	15	21	22	29	21	20
RAB5C       	129	129	122	142	106	98	94	93	91	95
RAB6A       	10	9	11	10	10	14	14	15	12	11
RAB6B       	3	2	3	3	2	2	2	2	2	2
RAB6C       	0	0	0	0	0	0	0	0	0	0
RAB7A       	54	46	58	52	45	55	55	66	50	58
RAB7L1      	1	1	0	0	0	2	2	0	0	2
RAB8A       	30	26	31	29	27	34	34	42	31	31
RAB8B       	13	13	15	14	10	15	15	19	16	15
RAB9A       	15	17	16	16	15	17	16	19	16	16
RAB9B       	2	2	2	2	2	2	2	2	2	2
RAB9BP1     	0	0	0	0	0	0	0	0	0	0
RABAC1      	42	36	46	41	33	45	43	55	40	39
RABEP1      	23	21	25	23	22	31	35	38	31	30
RABEP2      	0	0	0	0	4	4	0	0	0	0
RABEPK      	11	7	9	9	10	13	13	11	11	10
RABGAP1     	8	8	11	8	8	10	12	13	11	11
RABGAP1L    	2	2	2	1	2	2	2	2	1	1
RABGEF1     	5	5	6	5	5	6	6	7	7	6
RABGGTA     	10	8	7	7	8	8	8	6	7	6
RABGGTB     	13	12	13	13	13	15	16	16	15	16
RABIF       	9	9	10	10	9	13	12	13	11	12
RABL2A      	2	2	3	3	2	1	2	2	2	2
RABL2B      	0	0	0	0	0	0	0	0	0	0
RABL3       	4	5	4	4	5	5	7	6	5	5
RABL5       	0	15	19	18	14	20	20	25	20	19
RAC1        	45	45	45	46	33	45	44	50	44	44
RAC2        	0	0	0	0	0	0	0	0	0	0
RAC3        	7	5	7	7	7	7	8	11	6	7
RACGAP1     	13	12	15	13	0	16	17	0	15	13
RACGAP1P    	1	1	1	1	1	2	2	2	2	1
RAD1        	7	7	7	6	6	8	9	10	8	8
RAD17       	2	2	2	2	2	3	3	4	3	3
RAD18       	4	4	5	4	5	6	7	6	6	5
RAD21       	32	30	38	32	34	45	45	51	38	38
RAD21L1     	0	0	0	0	0	0	0	0	0	0
RAD23A      	15	14	17	17	15	15	16	16	14	13
RAD23B      	30	26	33	30	27	35	36	42	33	34
RAD50       	2	2	2	2	2	2	2	3	3	2
RAD51       	9	7	9	9	10	13	13	15	12	12
RAD51AP1    	25	22	24	24	23	28	27	30	25	28
RAD51AP2    	0	0	0	0	0	0	0	0	0	0
RAD51B      	2	3	2	3	3	4	4	4	3	4
RAD51C      	32	31	25	27	28	36	33	38	37	35
RAD51D      	5	4	5	5	6	6	7	6	4	5
RAD51L3-RFFL	3	4	7	6	5	7	7	7	7	8
RAD52       	3	3	2	2	2	2	3	3	3	2
RAD54B      	10	8	7	8	8	10	11	11	11	11
RAD54L      	13	14	13	14	16	13	12	11	11	11
RAD54L2     	4	4	4	4	4	5	6	6	5	5
RAD9A       	4	5	3	4	4	5	5	4	5	3
RAD9B       	0	0	0	0	0	0	0	0	1	0
RADIL       	2	2	2	2	3	3	2	2	2	2
RAE1        	45	37	42	43	31	37	35	40	34	39
RAET1E      	0	0	0	0	0	0	0	0	0	0
RAET1G      	1	0	0	0	0	0	0	0	0	0
RAET1K      	0	0	0	1	1	0	1	0	1	0
RAET1L      	0	0	0	0	0	0	0	0	0	0
RAF1        	12	11	13	12	11	16	17	19	16	14
RAG1        	0	0	0	0	0	0	0	0	0	0
RAG2        	0	0	2	1	0	0	0	1	1	1
RAGE        	3	3	3	3	2	2	2	3	2	2
RAI1        	7	6	7	6	6	6	7	7	6	6
RAI14       	28	23	26	27	21	21	22	31	27	28
RAI2        	0	0	2	0	1	1	0	1	1	2
RALA        	7	5	7	5	6	8	8	8	7	7
RALB        	8	9	9	9	8	10	12	13	12	10
RALBP1      	4	4	4	3	3	5	5	6	5	4
RALGAPA1    	0	0	0	0	0	0	0	0	0	0
RALGAPA2    	3	3	3	3	4	4	4	3	4	3
RALGAPB     	5	5	5	5	6	7	8	8	7	7
RALGDS      	7	6	7	6	6	6	8	7	6	6
RALGPS1     	1	1	1	1	1	1	1	1	1	1
RALGPS2     	6	6	7	6	6	8	9	10	9	8
RALY        	215	209	192	202	161	158	145	150	144	143
RALYL       	0	3	3	3	2	3	2	0	3	3
RAMP1       	3	1	2	2	2	1	0	1	1	1
RAMP2       	3	2	2	4	1	2	1	3	3	3
RAMP3       	0	0	0	0	0	0	0	0	0	0
RAN         	47	42	57	44	40	46	47	53	41	45
RANBP1      	56	31	43	35	36	41	34	48	37	36
RANBP10     	4	4	4	4	3	4	4	5	4	4
RANBP17     	2	1	2	2	2	1	2	2	2	2
RANBP2      	6	6	7	6	6	9	10	10	9	8
RANBP3      	17	0	14	16	15	15	0	17	13	15
RANBP3L     	0	0	0	0	0	0	0	0	0	0
RANBP6      	6	0	0	4	5	5	5	5	6	0
RANBP9      	20	17	22	19	17	25	26	31	25	26
RANGAP1     	12	11	13	11	10	13	11	12	11	10
RANGRF      	79	78	65	84	75	71	64	51	53	61
RAP1A       	8	8	11	11	9	13	12	13	12	12
RAP1B       	0	0	0	0	0	0	7	0	0	0
RAP1GAP     	1	0	0	1	0	0	0	0	0	0
RAP1GAP2    	0	0	0	0	0	0	0	0	0	0
RAP1GDS1    	0	0	0	0	0	0	0	0	0	0
RAP2A       	12	11	12	12	9	16	18	21	16	14
RAP2B       	6	6	7	7	5	8	8	9	8	7
RAP2C       	8	8	9	7	7	10	9	12	10	9
RAPGEF1     	11	10	10	12	9	8	8	8	7	7
RAPGEF2     	8	8	8	8	6	8	10	13	12	11
RAPGEF3     	0	0	0	0	0	0	0	0	0	0
RAPGEF4     	0	0	0	0	0	0	1	0	0	0
RAPGEF5     	1	2	2	1	1	1	1	2	1	1
RAPGEF6     	0	0	0	0	0	0	0	0	0	0
RAPGEFL1    	1	1	2	2	1	1	1	2	1	2
RAPH1       	8	8	9	8	7	8	10	14	12	11
RAPSN       	0	0	0	0	0	0	0	0	0	0
RARA        	12	13	11	12	9	6	7	9	8	6
RARB        	1	1	1	1	1	1	1	1	0	1
RARG        	2	2	2	2	1	1	1	1	1	1
RARRES1     	0	1	1	1	1	0	0	0	0	1
RARRES2     	27	20	28	28	21	29	29	35	25	25
RARRES3     	0	0	0	0	0	0	0	0	0	0
RARS        	24	22	28	26	23	36	36	45	34	35
RARS2       	14	14	16	15	15	24	25	31	23	23
RASA1       	10	10	9	9	9	14	15	15	13	16
RASA2       	3	3	5	3	5	4	6	6	5	6
RASA3       	5	5	6	4	5	6	6	7	6	5
RASA4       	0	0	0	0	0	0	0	0	0	0
RASA4P      	0	0	0	0	0	0	0	0	0	0
RASAL1      	0	0	0	0	0	0	0	0	0	0
RASAL2      	5	5	5	5	3	5	6	7	6	6
RASAL3      	0	0	0	0	0	0	0	0	0	0
RASD1       	3	3	0	3	0	0	0	0	0	0
RASD2       	0	0	0	0	0	0	0	0	0	0
RASEF       	0	0	0	0	0	0	0	0	0	0
RASGEF1A    	0	0	0	0	0	0	0	0	0	0
RASGEF1B    	0	0	0	0	0	0	0	0	0	0
RASGEF1C    	0	0	1	0	0	0	0	0	0	0
RASGRF1     	0	0	0	0	0	0	0	0	0	0
RASGRF2     	0	0	0	0	0	0	0	0	0	0
RASGRP1     	0	0	0	0	0	1	2	0	0	0
RASGRP2     	0	1	1	0	0	1	1	0	1	1
RASGRP3     	0	0	0	0	0	0	0	0	0	0
RASGRP4     	0	0	0	0	0	0	0	0	0	0
RASIP1      	0	0	0	0	0	0	0	0	0	0
RASL10A     	0	0	0	0	0	0	1	0	0	0
RASL10B     	9	8	9	8	8	9	9	8	6	6
RASL11A     	0	1	1	1	0	0	0	0	0	0
RASL11B     	2	3	3	3	4	3	3	3	2	3
RASL12      	0	0	0	0	0	0	0	0	0	0
RASSF1      	3	4	3	4	4	4	3	4	4	6
RASSF10     	1	1	1	1	2	1	1	1	1	1
RASSF2      	24	22	23	24	16	24	25	27	28	27
RASSF3      	1	1	1	2	3	1	1	2	1	1
RASSF4      	2	2	2	2	2	3	3	2	2	2
RASSF5      	0	0	0	0	1	0	0	0	0	0
RASSF6      	0	0	0	0	0	0	0	0	0	0
RASSF7      	3	3	2	4	2	2	1	3	2	2
RASSF8      	20	19	22	21	14	15	15	22	20	19
RASSF9      	0	0	0	0	0	0	0	0	0	0
RAVER1      	8	8	9	9	8	7	9	9	8	7
RAVER2      	6	6	7	7	7	8	9	8	7	7
RAX         	0	0	0	0	0	0	0	0	0	0
RAX2        	0	0	0	0	0	0	0	0	0	0
RB1         	19	19	22	19	18	30	30	32	26	26
RB1CC1      	0	0	0	0	0	0	9	0	8	0
RBAK        	6	6	7	7	7	9	11	11	9	10
RBAK-LOC389458	0	0	0	0	0	0	0	0	0	0
RBBP4       	0	0	0	0	0	0	0	0	0	0
RBBP5       	3	3	3	0	0	4	4	4	3	3
RBBP6       	10	10	11	10	10	15	16	16	13	13
RBBP7       	28	22	27	25	21	30	31	36	28	27
RBBP8       	12	13	13	12	14	16	17	17	15	17
RBBP9       	6	6	8	7	7	9	9	8	7	8
RBCK1       	8	8	9	9	7	6	5	6	5	6
RBFA        	3	3	3	3	3	3	3	4	3	3
RBFOX1      	0	0	0	0	0	0	0	0	0	0
RBFOX2      	0	0	0	0	0	0	0	0	0	0
RBFOX3      	0	0	0	0	0	0	0	0	0	0
RBKS        	3	2	2	2	2	3	4	2	2	2
RBL1        	4	3	3	3	4	4	5	5	4	3
RBL2        	0	0	0	0	0	0	0	0	0	0
RBM10       	0	0	0	0	0	0	0	0	0	0
RBM11       	0	1	1	0	0	0	0	1	1	0
RBM12       	0	0	0	0	0	0	27	30	0	24
RBM12B      	6	6	7	6	5	6	7	7	6	6
RBM14       	10	10	13	11	12	13	13	15	11	12
RBM14-RBM4  	48	41	27	37	15	14	17	6	20	24
RBM15       	8	7	8	8	7	9	11	9	10	10
RBM15B      	0	0	8	0	0	8	9	0	0	0
RBM17       	9	8	10	8	9	11	11	12	10	10
RBM18       	9	7	10	10	10	13	15	16	13	13
RBM19       	12	11	11	11	13	14	14	15	13	12
RBM20       	0	0	0	0	0	0	0	0	0	0
RBM22       	25	23	28	26	24	35	35	43	32	31
RBM23       	23	23	25	22	24	24	25	27	22	24
RBM24       	0	0	0	2	1	0	0	0	2	2
RBM25       	12	11	14	11	11	17	16	18	15	14
RBM26       	13	11	14	12	13	17	19	19	16	15
RBM26-AS1   	1	1	1	1	1	1	1	1	1	1
RBM27       	7	8	8	7	7	10	11	12	10	9
RBM28       	10	11	9	8	10	15	14	14	12	12
RBM3        	16	14	18	15	14	17	16	21	16	16
RBM33       	5	6	7	7	6	9	10	10	8	9
RBM34       	30	25	24	24	22	35	33	38	32	36
RBM38       	18	17	19	18	15	14	13	17	13	12
RBM39       	0	0	0	0	0	0	30	0	0	31
RBM4        	18	17	31	22	20	31	24	36	25	20
RBM41       	4	4	4	5	4	4	4	5	4	4
RBM42       	22	20	24	23	20	26	25	30	24	25
RBM43       	1	1	1	1	1	1	1	1	1	1
RBM44       	0	0	0	0	0	0	0	0	0	0
RBM45       	6	5	6	7	6	8	9	9	8	8
RBM46       	0	0	0	0	0	0	0	0	0	0
RBM47       	0	0	0	0	0	0	0	0	0	0
RBM4B       	3	4	3	2	3	5	3	4	3	4
RBM5        	13	11	12	13	10	11	10	13	10	12
RBM6        	13	13	13	14	12	17	17	19	15	15
RBM7        	5	5	5	4	4	6	5	6	6	6
RBM8A       	18	21	18	21	18	17	19	17	18	20
RBMS1       	0	0	0	0	0	0	0	0	0	0
RBMS2       	3	3	3	3	3	2	3	3	3	3
RBMS3       	0	0	0	0	0	0	0	0	0	0
RBMX        	47	40	51	47	45	55	50	66	50	53
RBMX2       	8	9	8	8	6	10	10	11	9	10
RBMXL1      	6	4	5	4	6	0	6	6	0	6
RBMXL2      	0	0	0	0	0	0	0	0	0	0
RBMXL3      	0	0	0	0	0	0	0	0	0	0
RBMY1A1     	0	0	0	0	0	0	0	0	0	0
RBMY1A3P    	0	0	0	0	0	0	0	0	0	0
RBMY1B      	0	0	0	0	0	0	0	0	0	0
RBMY1D      	0	0	0	0	0	0	0	0	0	0
RBMY1E      	0	0	0	0	0	0	0	0	0	0
RBMY1F      	0	0	0	0	0	0	0	0	0	0
RBMY1J      	0	0	0	0	0	0	0	0	0	0
RBMY2EP     	0	0	0	0	0	0	0	0	0	0
RBMY2FP     	0	0	0	0	0	0	0	0	0	0
RBMY3AP     	0	0	0	0	0	0	0	0	0	0
RBP1        	133	120	144	143	132	114	91	169	132	140
RBP2        	0	0	0	0	1	0	0	0	0	0
RBP3        	0	0	0	0	0	0	0	0	0	0
RBP4        	0	0	0	0	0	0	0	0	0	0
RBP5        	0	1	0	0	0	0	0	1	1	1
RBP7        	0	1	0	0	1	0	0	0	0	0
RBPJ        	9	9	11	8	8	11	12	12	11	9
RBPJL       	0	0	0	0	0	0	0	0	0	0
RBPMS       	15	14	15	16	11	16	16	20	19	20
RBPMS2      	23	22	25	24	23	27	31	33	27	26
RBX1        	49	46	55	44	44	41	37	52	37	37
RC3H1       	3	3	4	3	3	4	5	5	4	4
RC3H2       	7	7	7	6	7	9	11	11	10	9
RCAN1       	11	11	12	12	9	14	12	16	14	16
RCAN2       	3	3	3	3	2	3	3	4	3	4
RCAN3       	0	0	0	0	0	0	0	0	0	0
RCBTB1      	6	6	6	6	6	9	10	11	10	9
RCBTB2      	7	5	6	6	6	10	9	10	9	9
RCC1        	15	13	16	14	14	0	0	16	12	12
RCC2        	11	13	13	14	13	10	9	9	8	8
RCCD1       	0	0	0	0	0	0	0	0	0	0
RCE1        	0	0	0	0	0	0	0	0	0	0
RCHY1       	0	0	0	0	0	0	0	0	0	0
RCL1        	7	7	8	6	8	9	10	10	9	9
RCN1        	13	12	15	13	13	15	14	18	13	13
RCN2        	53	52	60	54	46	54	54	71	52	52
RCN3        	0	0	1	0	1	0	1	0	0	0
RCOR1       	4	5	5	4	5	6	7	7	6	6
RCOR2       	8	8	9	6	6	7	7	7	6	5
RCOR3       	6	7	7	8	7	9	9	10	8	9
RCSD1       	0	0	0	0	0	0	0	0	0	0
RCVRN       	0	0	0	0	0	0	0	0	0	0
RD3         	0	0	0	0	0	0	0	0	0	0
RDBP        	16	16	18	17	15	21	20	22	18	16
RDH10       	1	1	1	1	1	2	1	1	1	1
RDH11       	18	16	20	20	16	27	27	31	24	25
RDH12       	0	0	0	0	0	0	0	0	0	0
RDH13       	3	2	2	2	3	2	2	2	2	2
RDH14       	8	9	10	7	8	14	11	11	11	13
RDH16       	0	0	0	0	0	0	0	0	0	0
RDH5        	0	3	3	3	0	0	0	0	0	0
RDH8        	0	0	0	0	0	0	0	0	0	0
RDM1        	2	0	1	0	1	1	2	0	2	1
RDX         	14	14	16	14	14	18	19	23	18	19
REC8        	6	7	7	9	5	6	6	8	7	8
RECK        	1	1	1	1	1	1	2	2	1	1
RECQL       	7	6	9	7	7	8	9	10	10	8
RECQL4      	4	3	4	3	3	3	4	4	3	3
RECQL5      	2	3	2	3	2	2	3	2	3	3
REEP1       	0	1	0	0	2	0	1	0	1	1
REEP2       	8	8	8	8	6	8	9	9	6	7
REEP3       	13	13	17	15	14	18	19	22	17	18
REEP4       	10	10	11	11	9	11	10	10	8	10
REEP5       	7	8	9	9	7	11	11	11	10	9
REEP6       	7	5	5	5	5	4	4	5	3	5
REG1A       	0	0	1	0	0	0	0	0	1	0
REG1B       	0	0	0	0	0	0	0	0	0	0
REG1P       	0	0	0	0	0	0	0	0	0	0
REG3A       	0	0	0	0	0	0	0	0	0	0
REG3G       	0	0	0	0	0	0	0	0	0	0
